Gene,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96
CER1,17,10,7,8,3,12,19,3,7,14,8,12,7,5,4,15,4,18,13,16,2,8,14,12,4,16,17,19,2,12,4,19,4,10,5,19,7,3,8,3,12,18,12,3,5,11,3,18,10,3,5,18,4,17,4,23,14,18,8,12,19,3,5,18,9,23,5,7,9,5,12,12,7,10,6,3,13,12,9,1,15,14,14,11,17,14,10,6,7,2,7,1,19,7,9,2
ADAMTS4,14,14,5,0,8,15,14,5,4,17,9,15,2,4,3,12,2,16,13,20,4,5,14,12,3,20,13,16,4,20,6,14,8,1,5,16,6,3,19,8,12,19,20,6,8,16,7,14,14,5,5,16,4,14,6,9,17,14,19,16,20,3,7,19,7,9,6,5,4,6,14,14,7,4,4,7,13,16,15,8,12,14,7,16,13,7,4,8,7,3,6,2,20,6,15,2
CLEC3A,7,14,6,6,2,14,15,3,10,13,5,14,5,5,3,12,8,19,9,13,9,4,15,16,3,13,19,14,3,14,8,15,5,9,7,14,5,5,12,3,16,20,14,4,4,14,3,16,14,8,3,19,6,7,6,14,13,16,12,17,16,6,8,20,5,14,4,8,5,4,20,20,8,10,7,10,9,17,20,6,12,15,16,14,19,16,6,5,5,2,6,5,16,2,20,4
LRRC17,18,14,8,3,3,9,19,5,7,8,7,9,5,6,0,12,3,12,18,23,4,2,19,14,3,23,15,12,6,17,5,19,3,4,4,12,10,7,12,1,14,10,17,3,8,16,3,12,14,1,6,12,5,18,7,11,8,12,12,17,14,11,3,10,6,11,7,5,9,6,13,13,7,4,2,6,18,17,19,5,12,19,18,16,15,18,5,2,5,5,2,5,14,2,19,10
DLL3,18,18,6,5,7,19,19,8,5,15,4,19,7,1,6,14,3,10,11,18,2,4,9,17,6,18,12,19,5,14,2,19,4,1,6,19,11,5,12,9,17,17,14,7,5,13,5,16,18,6,3,10,2,18,7,12,15,16,12,8,12,2,7,17,2,12,3,8,5,9,23,23,7,4,5,4,11,8,14,3,14,9,12,13,12,12,3,6,6,5,5,2,12,2,14,4
LILRB1,16,12,4,6,7,14,7,9,8,16,6,14,6,5,7,13,5,13,20,15,5,4,14,9,5,15,14,20,3,12,3,7,4,2,7,20,6,3,20,4,9,19,12,3,4,15,4,14,12,8,4,13,3,16,5,16,16,14,20,14,19,7,5,19,4,16,8,3,4,5,14,14,4,6,3,2,20,14,16,5,13,14,17,15,14,17,7,5,4,5,3,4,19,2,16,6
LECT1,13,16,7,8,3,15,12,8,10,19,5,15,6,2,8,19,5,18,14,17,8,5,8,9,2,17,14,17,3,12,4,12,6,8,1,17,4,9,12,6,9,11,12,6,5,12,1,18,16,6,2,18,7,13,7,18,19,18,12,19,14,5,6,11,8,18,3,1,2,2,10,10,3,4,12,4,14,19,12,3,19,8,23,12,14,23,3,7,8,7,4,4,14,3,12,3
ADAMTS7,15,14,4,4,2,16,14,6,3,7,8,16,4,4,5,20,3,15,12,19,7,1,14,14,8,19,16,9,6,16,9,14,6,3,3,9,9,4,19,3,14,20,16,2,6,17,9,16,14,6,10,15,9,15,5,12,7,16,19,14,13,4,4,20,5,12,4,3,5,5,13,13,5,1,6,10,12,14,20,3,20,14,14,17,16,14,5,1,4,6,9,6,13,1,20,4
SLC35D1,19,12,5,6,3,12,16,2,4,18,3,12,7,5,6,10,6,19,12,15,8,7,11,17,4,15,18,18,10,14,6,16,4,6,4,18,2,8,12,3,17,19,14,6,6,17,9,14,12,2,5,19,4,19,5,12,18,14,12,14,23,4,3,19,6,12,3,2,4,2,8,8,5,5,2,3,12,14,13,5,10,11,9,17,18,9,4,7,2,2,3,6,23,5,13,7
CHRDL2,17,14,8,8,5,18,18,6,6,16,4,18,3,3,7,18,3,15,14,19,7,2,14,11,4,19,13,17,7,12,6,18,2,7,5,17,6,6,23,4,11,12,12,3,3,9,2,19,14,9,5,15,3,17,4,12,16,19,23,12,10,5,7,12,4,12,5,6,4,5,19,19,6,8,7,4,14,12,12,3,18,14,8,9,13,8,1,5,9,4,3,3,10,8,12,2
SERP1,15,14,5,4,4,20,13,2,3,19,4,20,2,6,4,14,2,16,16,12,6,3,14,7,6,12,20,16,5,15,7,13,1,8,9,16,2,5,14,8,7,14,15,6,4,19,5,13,14,6,6,16,2,15,4,17,19,13,14,16,14,5,4,14,6,17,4,3,8,3,12,12,7,7,3,6,16,16,9,5,14,14,20,19,20,20,5,6,5,5,6,3,14,6,9,11
FLVCR1,14,9,7,4,8,16,17,7,6,15,5,16,9,4,4,20,4,14,19,16,7,3,12,16,4,16,14,12,8,13,5,17,3,6,7,12,7,7,15,4,16,20,13,6,7,14,3,14,9,7,7,14,7,14,5,20,15,14,15,14,19,3,1,20,3,20,7,4,6,7,7,7,4,5,7,5,19,14,13,5,20,12,16,14,14,16,6,7,4,7,3,6,19,9,13,5
ANKRD11,19,13,4,5,5,19,20,6,1,13,7,19,5,5,3,16,10,12,15,14,4,6,16,14,3,14,9,7,8,17,4,20,6,7,8,7,6,10,14,3,14,16,17,3,4,20,8,15,13,5,4,12,5,19,3,14,13,15,14,20,14,7,8,16,6,14,2,9,3,4,16,16,3,4,7,9,15,20,14,9,16,16,12,20,9,12,5,6,5,3,2,3,14,4,14,5
CLDN18,16,14,9,4,3,17,13,5,7,14,3,17,5,8,5,16,2,20,20,19,5,8,16,14,4,19,15,12,4,9,4,13,5,4,4,12,1,13,20,5,14,13,9,6,7,7,7,14,14,4,6,20,1,16,3,14,14,14,20,15,12,3,3,13,2,14,8,3,4,5,16,16,5,4,2,5,20,15,19,4,16,16,14,7,15,14,4,7,6,6,9,2,12,5,19,4
MEX3C,19,19,4,3,4,23,18,4,2,10,5,23,1,4,10,18,8,12,17,14,4,9,13,18,2,14,17,16,5,9,6,18,12,4,5,16,2,6,14,4,18,19,9,6,4,12,3,15,19,8,8,12,8,19,3,8,10,15,14,12,12,2,7,19,2,8,7,2,2,6,12,12,3,5,7,8,17,12,11,4,18,13,14,12,17,14,2,6,8,9,3,1,12,6,11,7
HSPB11,12,19,5,1,10,20,14,4,2,9,7,20,3,9,0,14,6,16,14,15,5,7,19,20,8,15,14,16,1,13,6,14,4,7,3,16,8,10,16,5,20,17,13,6,3,16,7,20,19,4,3,16,5,12,5,15,9,20,16,13,7,2,4,17,7,15,7,5,2,1,14,14,6,5,1,5,14,13,14,2,14,19,12,16,14,12,6,3,6,6,4,6,7,3,14,6
FGFRL1,14,16,10,3,5,13,19,9,3,15,2,13,3,6,4,14,2,13,14,20,5,4,17,15,6,20,20,16,7,14,5,19,3,8,4,16,5,8,16,4,15,9,14,9,7,16,7,7,16,7,7,13,2,14,1,14,15,7,16,14,12,5,3,9,2,14,5,3,2,7,19,19,3,4,8,8,14,14,12,5,14,17,20,16,20,20,7,5,4,4,8,7,12,10,12,3
CYTL1,14,19,6,3,3,18,11,3,5,17,8,18,1,3,8,18,9,19,8,17,8,3,23,12,7,17,14,13,4,19,1,11,5,4,2,13,4,2,18,3,12,9,19,7,9,12,5,12,19,7,3,19,4,14,6,15,17,12,18,10,16,2,5,9,3,15,8,10,5,4,14,14,9,5,4,4,8,10,12,0,18,23,12,12,14,12,6,6,5,1,5,3,16,3,12,3
MBTD1,16,12,4,4,6,8,15,4,4,19,4,8,9,4,7,12,8,23,17,10,4,6,17,19,8,10,19,14,4,11,5,15,10,5,3,14,5,4,14,6,19,18,11,6,4,18,9,18,12,5,1,23,6,16,6,14,19,18,14,9,12,4,1,18,5,14,2,3,4,8,12,12,6,6,4,6,17,9,12,6,12,17,13,18,19,13,3,5,4,3,6,6,12,6,12,4
DYM,16,7,3,5,6,15,20,6,5,19,7,15,5,2,6,16,4,20,14,9,5,6,14,17,3,9,12,15,6,14,4,20,7,4,8,15,6,6,12,10,17,14,14,7,7,20,3,14,7,2,5,20,5,16,3,16,19,14,12,13,14,5,4,14,6,16,4,3,6,3,13,13,5,4,2,4,14,13,16,3,16,14,19,20,12,19,7,2,6,6,7,8,14,11,16,3
SULF2,13,16,7,10,5,15,12,7,7,19,4,15,5,3,7,19,6,18,14,17,10,5,8,9,5,17,14,17,6,12,9,12,6,6,8,17,6,3,12,9,9,11,12,3,5,12,5,18,16,10,6,18,4,13,6,18,19,18,12,19,14,2,10,11,12,18,3,5,6,4,10,10,6,6,9,4,14,19,12,0,19,8,23,12,14,23,3,10,9,1,4,7,14,2,12,6
ANKH,14,12,2,3,6,14,18,4,7,12,1,14,8,3,5,23,5,8,19,19,7,4,17,18,5,19,16,10,8,12,4,18,4,5,3,10,2,5,13,4,18,15,12,5,9,19,1,12,12,5,6,8,2,14,7,14,12,12,13,11,12,5,9,15,4,14,8,5,7,2,9,9,5,5,2,4,19,11,18,4,23,17,17,19,16,17,6,8,7,5,2,2,12,5,18,7
KIAA1217,15,14,4,7,5,16,14,6,2,7,1,16,2,5,2,20,6,15,12,19,4,2,14,14,7,19,16,9,7,16,3,14,4,7,4,9,4,4,19,4,14,20,16,1,5,17,5,16,14,9,7,15,6,15,5,12,7,16,19,14,13,4,2,20,5,12,0,4,6,6,13,13,8,7,6,6,12,14,20,3,20,14,14,17,16,14,5,4,4,6,5,4,13,5,20,8
OTOR,13,20,6,5,7,12,12,6,7,16,0,12,12,5,6,14,6,14,7,14,3,8,19,15,5,14,14,13,7,14,3,12,1,2,1,13,3,6,15,4,15,16,14,7,5,20,7,19,20,0,1,14,7,13,4,16,16,19,15,20,17,6,3,16,8,16,2,6,8,11,14,14,3,8,4,5,7,20,16,6,14,19,9,20,14,9,3,6,4,3,5,8,17,6,16,4
MEPE,19,12,9,4,4,12,16,5,3,18,3,12,4,7,2,10,6,19,12,15,4,7,11,17,9,15,18,18,3,14,7,16,2,5,6,18,5,8,12,7,17,19,14,7,8,17,4,14,12,5,4,19,6,19,4,12,18,14,12,14,23,7,4,19,5,12,6,7,4,6,8,8,3,7,4,5,12,14,13,6,10,11,9,17,18,9,4,4,3,6,9,3,23,2,13,8
BBX,23,13,6,7,4,12,12,4,5,14,4,12,5,4,3,9,4,11,18,14,7,3,15,19,8,14,12,8,10,16,2,12,8,2,3,8,3,4,19,3,19,12,16,7,4,10,3,12,13,5,4,11,4,23,6,18,14,12,19,19,17,2,3,12,6,18,10,4,8,6,17,17,4,4,6,3,18,19,14,4,9,15,18,10,12,18,5,4,5,3,7,5,17,8,14,5
HAPLN2,9,19,4,5,7,16,13,3,5,18,6,16,6,1,5,17,2,19,12,12,5,4,12,14,6,12,12,11,0,12,4,13,2,7,8,11,6,7,10,14,14,14,12,6,3,8,4,17,19,7,4,19,8,9,2,14,18,17,10,18,18,9,8,14,9,14,2,8,3,5,15,15,3,6,3,5,12,18,23,3,17,12,19,8,12,19,7,4,5,2,6,8,18,2,23,1
PAPPA2,14,20,10,8,4,14,15,8,5,16,1,14,6,5,6,19,6,7,20,14,5,3,16,12,5,14,17,20,1,19,6,15,4,6,6,20,7,5,13,7,12,16,19,8,5,14,7,9,20,0,3,7,3,14,5,13,16,9,13,12,15,7,5,16,7,13,2,5,7,11,16,16,5,1,3,4,20,12,14,4,19,16,14,14,17,14,9,5,6,3,4,3,15,4,14,8
P3H1,15,14,4,4,6,20,13,5,1,19,6,20,2,4,5,14,5,16,16,12,2,3,14,7,1,12,20,16,5,15,7,13,8,4,10,16,3,4,14,4,7,14,15,11,7,19,5,13,14,7,8,16,3,15,3,17,19,13,14,16,14,1,8,14,2,17,10,3,5,4,12,12,8,7,2,7,16,16,9,4,14,14,20,19,20,20,5,4,2,7,3,8,14,9,9,7
HHIP,17,10,11,4,8,12,19,6,1,14,6,12,7,5,5,15,2,18,13,16,2,6,14,12,4,16,17,19,5,12,4,19,7,7,8,19,4,3,8,3,12,18,12,6,7,11,6,18,10,4,2,18,6,17,4,23,14,18,8,12,19,6,4,18,4,23,6,6,5,3,12,12,8,6,6,5,13,12,9,6,15,14,14,11,17,14,0,3,8,9,5,5,19,2,9,6
VKORC1,11,18,4,8,5,14,17,7,8,19,3,14,5,5,6,19,6,16,12,18,8,3,12,14,7,18,9,12,3,23,6,17,5,2,3,12,3,4,19,10,14,13,23,5,6,14,10,17,18,5,8,16,4,11,11,10,19,17,19,12,15,7,2,13,8,10,7,8,7,6,18,18,3,5,6,8,12,12,8,8,19,12,12,14,9,12,4,4,5,6,5,6,15,4,8,3
FAT4,14,14,5,6,5,15,14,12,2,17,4,15,6,8,5,12,2,16,13,20,7,5,14,12,4,20,13,16,9,20,2,14,3,5,6,16,7,7,19,4,12,19,20,2,9,16,4,14,14,2,4,16,2,14,5,9,17,14,19,16,20,6,9,19,8,9,5,8,4,1,14,14,2,4,4,3,13,16,15,7,12,14,7,16,13,7,2,7,4,5,6,6,20,5,15,4
TRIM45,12,19,1,4,10,20,14,5,8,9,5,20,9,5,2,14,6,16,14,15,2,2,19,20,5,15,14,16,4,13,9,14,5,4,6,16,5,6,16,4,20,17,13,5,4,16,7,20,19,2,5,16,7,12,6,15,9,20,16,13,7,7,0,17,5,15,6,6,4,2,14,14,4,3,4,2,14,13,14,6,14,19,12,16,14,12,5,4,3,5,6,4,7,5,14,6
LNPK,7,14,2,4,11,14,15,7,6,13,6,14,3,8,6,12,7,19,9,13,5,7,15,16,7,13,19,14,6,14,8,15,5,6,5,14,3,3,12,6,16,20,14,4,14,14,8,16,14,9,3,19,5,7,7,14,13,16,12,17,16,3,5,20,8,14,2,7,6,6,20,20,4,4,4,3,9,17,20,6,12,15,16,14,19,16,2,8,4,3,5,5,16,4,20,5
ADAMTS12,16,20,9,5,5,9,14,2,6,14,4,9,4,6,7,16,8,15,13,17,7,3,13,19,5,17,14,20,1,15,11,14,3,2,7,20,2,4,7,3,19,14,15,7,1,12,4,12,20,2,7,15,6,16,0,19,14,12,7,20,14,3,8,14,5,19,5,4,5,6,16,16,1,4,5,6,13,20,16,7,16,13,14,12,14,14,7,4,2,2,1,8,14,2,16,3
MIGA2,12,12,3,2,3,14,14,9,2,14,3,14,6,7,6,20,6,17,15,14,3,7,20,13,6,14,16,19,1,19,7,14,6,5,10,19,5,5,14,6,13,13,19,5,7,14,5,16,12,4,4,17,6,12,1,20,14,16,14,9,16,6,4,13,6,20,7,1,2,4,15,15,4,4,6,7,15,9,7,6,20,20,16,14,16,16,3,3,5,3,6,8,16,2,7,7
COL27A1,16,12,3,5,9,8,15,5,7,19,4,8,4,2,10,12,3,23,17,10,6,5,17,19,3,10,19,14,5,11,3,15,6,4,2,14,5,1,14,3,19,18,11,4,7,18,5,18,12,11,4,23,4,16,5,14,19,18,14,9,12,7,2,18,3,14,7,5,5,7,12,12,3,5,3,4,17,9,12,8,12,17,13,18,19,13,8,3,4,5,3,5,12,1,12,7
SCIN,16,7,4,5,3,15,20,2,4,19,2,15,7,6,1,16,6,20,14,9,1,9,14,17,8,9,12,15,4,14,5,20,6,3,4,15,5,3,12,4,17,14,14,3,7,20,7,14,7,4,7,20,7,16,5,16,19,14,12,13,14,5,7,14,11,16,9,10,2,2,13,13,2,3,8,7,14,13,16,2,16,14,19,20,12,19,4,8,5,8,4,5,14,5,16,9
IL17F,20,14,7,3,2,19,12,5,7,20,3,19,5,8,5,15,6,9,14,14,2,4,13,14,6,14,16,17,3,16,2,12,4,9,2,17,0,3,14,3,14,14,16,4,6,19,5,16,14,2,3,9,6,20,6,7,20,16,14,15,16,4,4,14,8,7,2,0,6,7,20,20,5,2,4,7,14,15,12,1,15,13,13,19,16,13,5,2,7,8,9,5,16,2,12,5
WFIKKN1,16,12,6,2,2,14,7,1,6,16,6,14,5,4,11,13,6,13,20,15,3,5,14,9,6,15,14,20,5,12,2,7,7,4,3,20,5,7,20,5,9,19,12,3,4,15,3,14,12,7,5,13,1,16,7,16,16,14,20,14,19,10,4,19,4,16,1,10,1,6,14,14,4,9,3,6,20,14,16,5,13,14,17,15,14,17,8,6,5,6,0,4,19,6,16,6
SLC38A10,13,16,5,5,9,15,12,4,7,19,6,15,6,3,3,19,3,18,14,17,9,7,8,9,4,17,14,17,6,12,3,12,7,3,4,17,1,3,12,5,9,11,12,3,6,12,11,18,16,6,7,18,5,13,2,18,19,18,12,19,14,9,7,11,7,18,6,5,2,6,10,10,7,7,5,6,14,19,12,3,19,8,23,12,14,23,8,9,9,6,3,7,14,7,12,5
WFIKKN2,19,16,5,3,3,20,16,3,10,12,6,20,3,1,6,17,5,14,16,14,6,4,15,13,2,14,12,14,7,7,8,16,3,5,3,14,9,7,16,5,13,14,7,8,4,13,4,20,16,7,4,14,7,19,6,14,12,20,16,19,15,7,8,14,5,14,3,4,1,11,9,9,9,8,3,6,16,19,14,5,17,15,20,13,12,20,4,5,8,5,11,4,15,4,14,3
SLC9B2,12,18,9,9,4,19,14,8,5,12,4,19,4,7,7,17,5,17,12,11,5,6,19,8,3,11,12,9,3,18,2,14,1,6,1,9,4,6,14,5,8,14,18,3,1,23,5,13,18,4,4,17,6,12,2,16,12,13,14,15,19,8,6,14,6,16,7,6,5,9,18,18,8,8,7,5,12,15,12,5,17,19,10,23,12,10,8,2,2,4,6,6,19,4,12,5
AMER1,17,16,3,6,3,7,16,5,14,14,7,7,7,6,5,9,3,19,16,20,5,6,14,14,1,20,20,14,5,12,4,16,2,8,3,14,3,5,13,6,14,12,12,4,7,14,3,15,16,3,9,19,1,17,8,14,14,15,13,16,20,4,3,12,5,14,6,7,7,3,15,15,6,4,4,5,16,16,19,7,9,14,13,14,20,13,8,3,5,4,1,4,20,8,19,6
RFLNA,23,13,5,5,2,12,12,5,3,14,5,12,5,6,3,9,9,11,18,14,4,4,15,19,5,14,12,8,5,16,6,12,5,2,4,8,3,4,19,8,19,12,16,4,6,10,3,12,13,5,5,11,12,23,3,18,14,12,19,19,17,6,7,12,7,18,1,7,6,5,17,17,6,3,5,10,18,19,14,8,9,15,18,10,12,18,2,5,3,5,9,2,17,3,14,5
HAPLN3,17,14,4,8,3,18,18,5,8,16,11,18,4,6,3,18,9,15,14,19,5,5,14,11,8,19,13,17,4,12,2,18,4,5,9,17,2,9,23,3,11,12,12,7,7,9,3,19,14,7,13,15,5,17,4,12,16,19,23,12,10,10,5,12,7,12,3,5,6,7,19,19,4,14,4,6,14,12,12,7,18,14,8,9,13,8,7,3,4,4,2,9,10,10,12,7
CHADL,14,15,5,3,8,14,20,5,4,16,6,14,3,9,6,14,3,20,12,12,7,0,16,14,7,12,19,14,3,14,8,20,2,7,6,14,2,5,20,3,14,16,14,7,5,13,6,17,15,8,6,20,3,14,2,16,16,17,20,7,9,3,9,16,6,16,4,6,5,3,19,19,6,2,5,7,12,7,13,3,14,16,15,13,19,15,3,5,3,8,7,3,9,3,13,0
FREM1,9,13,5,6,6,12,16,5,6,14,6,12,3,6,4,15,5,16,16,7,5,7,12,20,2,7,15,19,4,20,4,16,4,4,3,19,9,1,14,3,20,14,20,5,6,14,2,20,13,5,10,16,4,9,4,19,14,20,14,16,13,4,8,14,3,19,6,6,6,9,14,14,5,7,4,2,16,16,17,4,15,12,14,14,15,14,6,2,7,7,1,4,13,8,17,5
PHOSPHO1,13,17,3,2,3,16,19,6,5,20,2,16,2,5,5,14,3,12,14,16,5,5,7,16,6,16,13,14,5,16,7,19,7,7,6,14,5,7,9,6,16,12,16,5,6,15,5,14,17,6,8,12,10,13,0,15,20,14,9,14,14,7,6,12,4,15,6,5,5,8,20,20,5,5,11,5,14,14,20,3,14,7,19,15,13,19,5,5,2,4,3,4,14,3,20,7
ANO6,8,17,1,7,7,18,12,6,5,13,4,18,3,2,2,11,4,12,12,14,2,1,18,12,6,14,23,14,3,14,10,12,6,3,9,14,8,4,18,6,12,12,14,4,1,19,3,9,17,7,5,12,6,8,10,19,13,9,18,16,17,5,7,12,4,19,6,4,9,5,19,19,11,4,6,3,12,16,10,12,11,18,15,19,23,15,3,6,5,6,1,6,17,6,10,6
SIGLEC15,14,9,4,4,7,16,17,2,0,15,5,16,6,4,2,20,10,14,19,16,5,4,12,16,3,16,14,12,8,13,5,17,7,7,3,12,5,4,15,7,16,20,13,5,6,14,1,14,9,7,6,14,6,14,4,20,15,14,15,14,19,6,2,20,2,20,3,4,6,5,7,7,1,6,4,5,19,14,13,9,20,12,16,14,14,16,6,4,6,8,5,6,19,6,13,8
SH3PXD2B,19,9,5,5,8,13,23,3,3,12,3,13,2,11,6,14,6,14,14,12,9,3,16,18,9,12,10,12,8,19,2,23,9,7,4,12,4,3,17,5,18,12,19,3,1,15,3,8,9,6,5,14,7,19,9,17,12,8,17,18,11,4,4,12,6,17,7,6,0,3,12,12,3,2,2,8,14,18,18,3,14,16,19,15,10,19,5,4,9,5,5,5,11,6,18,7
UNCX,11,18,5,6,3,14,17,6,3,19,8,14,6,6,7,19,5,16,12,18,3,3,12,14,4,18,9,12,2,23,3,17,2,7,5,12,4,4,19,5,14,13,23,7,1,14,6,17,18,5,3,16,4,11,6,10,19,17,19,12,15,7,7,13,5,10,5,0,1,5,18,18,3,6,5,2,12,12,8,3,19,12,12,14,9,12,1,4,6,6,5,6,15,9,8,3
RSPO2,14,14,3,5,8,15,14,5,5,17,6,15,10,5,6,12,6,16,13,20,2,2,14,12,5,20,13,16,6,20,5,14,3,2,5,16,6,4,19,5,12,19,20,4,10,16,6,14,14,5,5,16,6,14,1,9,17,14,19,16,20,8,7,19,7,9,3,7,8,6,14,14,7,3,7,7,13,16,15,7,12,14,7,16,13,7,7,2,3,5,3,4,20,2,15,3
RFLNB,14,17,11,1,3,19,9,4,5,17,5,19,5,4,3,12,5,18,23,13,9,4,12,12,4,13,8,14,5,10,6,9,4,7,4,14,7,2,15,4,12,12,10,4,4,12,8,11,17,4,6,18,3,14,4,18,17,11,15,14,19,5,7,12,11,18,7,7,3,4,16,16,7,7,5,3,23,14,19,6,12,12,18,12,8,18,7,5,5,4,1,2,19,2,19,5
IFITM5,16,14,7,4,9,17,13,6,4,14,2,17,3,6,4,16,10,20,20,19,3,3,16,14,9,19,15,12,5,9,6,13,2,6,5,12,3,5,20,7,14,13,9,5,6,7,8,14,14,2,8,20,4,16,11,14,14,14,20,15,12,5,4,13,4,14,4,4,5,8,16,16,5,4,9,5,20,15,19,6,16,16,14,7,15,14,4,6,5,3,4,5,12,1,19,3
MUSTN1,12,11,2,5,11,17,8,6,6,9,6,17,10,3,7,14,3,13,10,12,6,6,14,12,8,12,19,12,3,18,4,8,1,7,3,12,1,6,19,3,12,23,18,3,4,18,3,14,11,4,6,13,3,12,3,17,9,14,19,19,12,4,5,23,3,17,3,5,2,2,18,18,8,8,5,6,10,19,15,3,14,14,16,18,19,16,3,9,5,4,1,8,12,8,15,2
SNX19,12,15,1,7,5,10,17,7,3,18,4,10,7,6,7,16,1,14,9,19,5,3,12,13,4,19,11,18,1,8,6,17,4,3,6,18,7,3,12,1,13,17,8,7,4,14,2,19,15,1,4,14,2,12,4,19,18,19,12,23,18,8,8,17,3,19,3,9,4,3,12,12,7,3,3,8,9,23,14,6,16,12,12,14,11,12,4,2,5,4,5,4,18,4,14,1
HAPLN4,16,20,6,4,2,9,14,2,3,14,4,9,1,7,4,16,5,15,13,17,11,10,13,19,10,17,14,20,6,15,2,14,3,3,3,20,9,2,7,2,19,14,15,5,3,12,9,12,20,6,4,15,5,16,4,19,14,12,7,20,14,6,4,14,7,19,2,5,4,6,16,16,5,4,8,4,13,20,16,3,16,13,14,12,14,14,4,4,11,8,9,4,14,2,16,4
ZNF664-FAM101A,14,19,7,2,3,18,11,7,2,17,5,18,8,1,2,18,4,19,8,17,2,7,23,12,4,17,14,13,5,19,5,11,2,4,3,13,5,2,18,6,12,9,19,3,2,12,6,12,19,4,6,19,1,14,5,15,17,12,18,10,16,5,5,9,3,15,6,6,6,9,14,14,5,6,5,8,8,10,12,8,18,23,12,12,14,12,2,5,5,6,3,3,16,7,12,5
ACHE,27,16,9,9,3,11,16,2,1,13,3,24,5,4,5,20,6,8,19,12,6,6,16,13,3,9,13,9,5,15,6,14,5,7,3,17,8,11,14,2,12,11,12,5,4,20,4,8,7,3,5,19,2,19,10,17,20,17,14,10,13,4,2,13,8,11,5,4,6,3,15,17,10,4,4,3,14,16,13,10,26,11,10,12,16,18,2,1,4,6,8,6,15,5,10,5
ADAR,18,27,3,5,5,16,13,4,6,16,3,14,12,4,5,13,5,11,11,19,3,5,11,10,6,14,14,11,7,16,1,10,8,4,5,16,3,2,20,15,16,15,7,7,5,17,5,12,19,7,7,13,2,10,8,8,13,20,26,20,9,2,3,12,2,17,6,4,3,2,12,9,4,2,3,2,17,13,13,3,12,24,8,15,14,19,5,0,3,6,1,3,17,11,15,2
JAG1,17,20,4,6,5,16,14,9,1,13,4,13,2,4,4,11,6,19,16,15,4,2,13,24,1,12,15,10,2,17,7,14,8,2,8,16,4,2,9,4,11,11,8,3,8,19,7,10,12,6,10,14,2,15,3,19,10,18,17,14,13,6,2,17,6,27,8,4,7,3,11,13,6,3,6,3,7,16,20,4,16,20,12,8,13,9,4,4,2,9,9,6,12,8,26,4
ASGR2,9,13,5,7,4,17,8,11,8,7,5,11,5,7,7,8,8,11,16,13,5,5,14,11,3,20,27,12,7,13,7,17,5,3,4,9,6,3,10,5,13,16,10,7,4,13,6,26,15,8,8,24,4,17,5,14,16,20,18,15,15,2,10,14,6,14,4,4,11,3,16,10,6,6,3,4,13,12,12,3,19,19,16,12,19,11,8,9,3,5,10,4,17,7,20,5
CASR,11,19,6,5,5,12,16,4,8,16,2,13,4,6,1,13,3,12,8,10,8,4,26,13,5,18,24,14,4,12,1,10,4,3,7,14,6,6,16,7,15,15,9,5,6,16,7,12,14,7,2,20,2,17,3,13,11,15,14,9,16,7,2,17,6,11,6,5,1,11,19,27,6,5,6,3,19,17,13,6,10,20,8,7,11,17,3,7,3,2,7,4,13,8,20,3
CLIC1,16,13,2,6,9,19,13,6,8,9,5,8,8,4,2,8,3,26,16,17,5,2,18,12,6,9,19,19,4,16,4,11,2,6,5,27,7,3,17,7,20,12,10,5,5,13,2,14,20,3,2,20,7,13,8,24,12,16,11,15,7,8,6,13,3,11,7,3,3,5,15,13,7,8,6,7,11,17,12,8,17,10,14,10,14,14,4,7,2,5,7,2,16,5,15,5
CYP24A1,10,13,5,3,8,19,10,2,8,12,4,27,6,2,5,19,5,16,13,13,4,3,7,11,6,10,17,15,5,20,4,18,4,1,5,12,6,3,12,8,17,14,26,5,3,24,7,16,12,4,7,13,5,16,3,17,20,11,9,17,11,3,0,14,9,9,2,4,3,2,16,14,7,7,4,3,15,8,8,1,14,16,13,11,15,20,3,4,4,2,5,5,13,7,19,5
DMP1,14,24,2,3,10,15,12,4,4,8,6,17,8,4,8,16,5,13,13,20,8,7,12,27,6,26,13,17,4,11,6,9,2,4,2,8,3,5,15,6,19,9,16,2,2,13,9,13,11,1,4,15,2,16,5,16,19,20,12,18,11,7,6,17,7,10,13,7,8,5,14,14,10,6,3,4,12,10,19,7,7,20,13,16,11,10,12,3,7,6,4,6,17,3,14,5
